Row,Column,*Target Name,*Sample Name
A,1,MCP,
A,2,MCP,
A,3,MCP,
A,4,MCP,
A,5,MCP,
A,6,MCP,
A,7,MCP,J1-3
A,8,MCP,D5-3
A,9,MCP,D5-10
A,10,MCP,C7-19
A,11,MCP,B7-12
A,12,MCP,D3-13
B,1,MCP,
B,2,MCP,
B,3,MCP,
B,4,MCP,
B,5,MCP,
B,6,MCP,
B,7,MCP,J1-3
B,8,MCP,D5-3
B,9,MCP,D5-10
B,10,MCP,C7-19
B,11,MCP,B7-12
B,12,MCP,D3-13
C,1,MCP,K5-19
C,2,MCP,M5-8
C,3,MCP,A3-12
C,4,MCP,Q7-25
C,5,MCP,N4-16
C,6,MCP,C3-5
C,7,MCP,F6-14
C,8,MCP,B7-4
C,9,MCP,K5-2
C,10,MCP,E5-20
C,11,MCP,N7-13
C,12,MCP,R7-8
D,1,MCP,K5-19
D,2,MCP,M5-8
D,3,MCP,A3-12
D,4,MCP,Q7-25
D,5,MCP,N4-16
D,6,MCP,C3-5
D,7,MCP,F6-14
D,8,MCP,B7-4
D,9,MCP,K5-2
D,10,MCP,E5-20
D,11,MCP,N7-13
D,12,MCP,R7-8
E,1,MCP,A3-14
E,2,MCP,D3-1
E,3,MCP,J5-6
E,4,MCP,N7-16
E,5,MCP,Q4-24
E,6,MCP,D7-9
E,7,MCP,K7-6
E,8,MCP,P3-9
E,9,MCP,Q6-24
E,10,MCP,F4-6
E,11,MCP,D3-5
E,12,MCP,E4-8
F,1,MCP,A3-14
F,2,MCP,D3-1
F,3,MCP,J5-6
F,4,MCP,N7-16
F,5,MCP,Q4-24
F,6,MCP,D7-9
F,7,MCP,K7-6
F,8,MCP,P3-9
F,9,MCP,Q6-24
F,10,MCP,F4-6
F,11,MCP,D3-5
F,12,MCP,E4-8
G,1,MCP,I6-1
G,2,MCP,R4-10
G,3,MCP,Q6-14
G,4,MCP,I2-21
G,5,MCP,A6-8
G,6,MCP,F1-4
G,7,MCP,F5-20
G,8,MCP,K4-3
G,9,MCP,G2-2
G,10,MCP,I3-28
G,11,MCP,E4-1
G,12,MCP,C5-26
H,1,MCP,I6-1
H,2,MCP,R4-10
H,3,MCP,Q6-14
H,4,MCP,I2-21
H,5,MCP,A6-8
H,6,MCP,F1-4
H,7,MCP,F5-20
H,8,MCP,K4-3
H,9,MCP,G2-2
H,10,MCP,I3-28
H,11,MCP,E4-1
H,12,MCP,C5-26
