Row,Column,*Target Name,*Sample Name
A,1,MCP,
A,2,MCP,
A,3,MCP,
A,4,MCP,
A,5,MCP,
A,6,MCP,
A,7,MCP,D3-2
A,8,MCP,J7-3
A,9,MCP,P6-1
A,10,MCP,K3-3
A,11,MCP,C6-11
A,12,MCP,M1-1
B,1,MCP,
B,2,MCP,
B,3,MCP,
B,4,MCP,
B,5,MCP,
B,6,MCP,
B,7,MCP,D3-2
B,8,MCP,J7-3
B,9,MCP,P6-1
B,10,MCP,K3-3
B,11,MCP,C6-11
B,12,MCP,M1-1
C,1,MCP,I3-26
C,2,MCP,O2-13
C,3,MCP,K4-16
C,4,MCP,P6-2
C,5,MCP,O2-11
C,6,MCP,G2-4
C,7,MCP,A4-4
C,8,MCP,J5-5
C,9,MCP,O7-7
C,10,MCP,J3-8
C,11,MCP,N7-11
C,12,MCP,C1-18
D,1,MCP,I3-26
D,2,MCP,O2-13
D,3,MCP,K4-16
D,4,MCP,P6-2
D,5,MCP,O2-11
D,6,MCP,G2-4
D,7,MCP,A4-4
D,8,MCP,J5-5
D,9,MCP,O7-7
D,10,MCP,J3-8
D,11,MCP,N7-11
D,12,MCP,C1-18
E,1,MCP,F5-10
E,2,MCP,I5-4
E,3,MCP,O2-7
E,4,MCP,H2-9
E,5,MCP,H1-1
E,6,MCP,O2-10
E,7,MCP,B7-22
E,8,MCP,E1-5
E,9,MCP,I1-14
E,10,MCP,I2-10
E,11,MCP,L6-4
E,12,MCP,B3-14
F,1,MCP,F5-10
F,2,MCP,I5-4
F,3,MCP,O2-7
F,4,MCP,H2-9
F,5,MCP,H1-1
F,6,MCP,O2-10
F,7,MCP,B7-22
F,8,MCP,E1-5
F,9,MCP,I1-14
F,10,MCP,I2-10
F,11,MCP,L6-4
F,12,MCP,B3-14
G,1,MCP,B5-19
G,2,MCP,F2-13
G,3,MCP,I7-9
G,4,MCP,A6-7
G,5,MCP,N3-9
G,6,MCP,K6-2
G,7,MCP,B2-15
G,8,MCP,F1-12
G,9,MCP,C3-29
G,10,MCP,C1-30
G,11,MCP,D4-2
G,12,MCP,Q7-27
H,1,MCP,B5-19
H,2,MCP,F2-13
H,3,MCP,I7-9
H,4,MCP,A6-7
H,5,MCP,N3-9
H,6,MCP,K6-2
H,7,MCP,B2-15
H,8,MCP,F1-12
H,9,MCP,C3-29
H,10,MCP,C1-30
H,11,MCP,D4-2
H,12,MCP,Q7-27
