Row,Column,*Target Name,*Sample Name
A,1,MCP,
A,2,MCP,
A,3,MCP,
A,4,MCP,
A,5,MCP,
A,6,MCP,
A,7,MCP,H7-3
A,8,MCP,K6-12
A,9,MCP,Q6-6
A,10,MCP,N7-5
A,11,MCP,F7-27
A,12,MCP,I1-1
B,1,MCP,
B,2,MCP,
B,3,MCP,
B,4,MCP,
B,5,MCP,
B,6,MCP,
B,7,MCP,H7-3
B,8,MCP,K6-12
B,9,MCP,Q6-6
B,10,MCP,N7-5
B,11,MCP,F7-27
B,12,MCP,I1-1
C,1,MCP,F6-8
C,2,MCP,N2-9
C,3,MCP,C2-25
C,4,MCP,E6-5
C,5,MCP,I4-18
C,6,MCP,Q5-8
C,7,MCP,Q5-14
C,8,MCP,J5-2
C,9,MCP,Q6-27
C,10,MCP,B3-11
C,11,MCP,F5-19
C,12,MCP,F7-16
D,1,MCP,F6-8
D,2,MCP,N2-9
D,3,MCP,C2-25
D,4,MCP,E6-5
D,5,MCP,I4-18
D,6,MCP,Q5-8
D,7,MCP,Q5-14
D,8,MCP,J5-2
D,9,MCP,Q6-27
D,10,MCP,B3-11
D,11,MCP,F5-19
D,12,MCP,F7-16
E,1,MCP,C1-5
E,2,MCP,D7-7
E,3,MCP,D4-1
E,4,MCP,D3-10
E,5,MCP,I1-24
E,6,MCP,N2-18
E,7,MCP,B5-26
E,8,MCP,G1-3
E,9,MCP,O2-9
E,10,MCP,L4-2
E,11,MCP,B3-8
E,12,MCP,I5-21
F,1,MCP,C1-5
F,2,MCP,D7-7
F,3,MCP,D4-1
F,4,MCP,D3-10
F,5,MCP,I1-24
F,6,MCP,N2-18
F,7,MCP,B5-26
F,8,MCP,G1-3
F,9,MCP,O2-9
F,10,MCP,L4-2
F,11,MCP,B3-8
F,12,MCP,I5-21
G,1,MCP,C5-5
G,2,MCP,F2-10
G,3,MCP,R5-7
G,4,MCP,R6-4
G,5,MCP,N7-14
G,6,MCP,O2-4
G,7,MCP,G4-9
G,8,MCP,C1-11
G,9,MCP,K7-24
G,10,MCP,C5-28
G,11,MCP,A4-11
G,12,MCP,O2-1
H,1,MCP,C5-5
H,2,MCP,F2-10
H,3,MCP,R5-7
H,4,MCP,R6-4
H,5,MCP,N7-14
H,6,MCP,O2-4
H,7,MCP,G4-9
H,8,MCP,C1-11
H,9,MCP,K7-24
H,10,MCP,C5-28
H,11,MCP,A4-11
H,12,MCP,O2-1
