Row,Column,*Target Name,*Sample Name
A,1,MCP,
A,2,MCP,
A,3,MCP,
A,4,MCP,
A,5,MCP,
A,6,MCP,
A,7,MCP,F7-8
A,8,MCP,C7-24
A,9,MCP,G2-7
A,10,MCP,B4-10
A,11,MCP,G6-4
A,12,MCP,P3-5
B,1,MCP,
B,2,MCP,
B,3,MCP,
B,4,MCP,
B,5,MCP,
B,6,MCP,
B,7,MCP,F7-8
B,8,MCP,C7-24
B,9,MCP,G2-7
B,10,MCP,B4-10
B,11,MCP,G6-4
B,12,MCP,P3-5
C,1,MCP,D3-14
C,2,MCP,C2-5
C,3,MCP,Q6-17
C,4,MCP,C3-11
C,5,MCP,H2-8
C,6,MCP,I5-14
C,7,MCP,Q4-27
C,8,MCP,K6-33
C,9,MCP,G5-2
C,10,MCP,C5-14
C,11,MCP,M4-1
C,12,MCP,F6-5
D,1,MCP,D3-14
D,2,MCP,C2-5
D,3,MCP,Q6-17
D,4,MCP,C3-11
D,5,MCP,H2-8
D,6,MCP,I5-14
D,7,MCP,Q4-27
D,8,MCP,K6-33
D,9,MCP,G5-2
D,10,MCP,C5-14
D,11,MCP,M4-1
D,12,MCP,F6-5
E,1,MCP,K7-19
E,2,MCP,J4-4
E,3,MCP,D5-5
E,4,MCP,I2-19
E,5,MCP,Q5-23
E,6,MCP,M2-1
E,7,MCP,I3-22
E,8,MCP,C1-19
E,9,MCP,Q3-21
E,10,MCP,N2-12
E,11,MCP,C2-30
E,12,MCP,E3-10
F,1,MCP,K7-19
F,2,MCP,J4-4
F,3,MCP,D5-5
F,4,MCP,I2-19
F,5,MCP,Q5-23
F,6,MCP,M2-1
F,7,MCP,I3-22
F,8,MCP,C1-19
F,9,MCP,Q3-21
F,10,MCP,N2-12
F,11,MCP,C2-30
F,12,MCP,E3-10
G,1,MCP,C4-11
G,2,MCP,Q7-33
G,3,MCP,A5-6
G,4,MCP,F1-5
G,5,MCP,I2-20
G,6,MCP,M5-4
G,7,MCP,A6-9
G,8,MCP,G7-6
G,9,MCP,A3-9
G,10,MCP,J3-9
G,11,MCP,F6-12
G,12,MCP,L2-1
H,1,MCP,C4-11
H,2,MCP,Q7-33
H,3,MCP,A5-6
H,4,MCP,F1-5
H,5,MCP,I2-20
H,6,MCP,M5-4
H,7,MCP,A6-9
H,8,MCP,G7-6
H,9,MCP,A3-9
H,10,MCP,J3-9
H,11,MCP,F6-12
H,12,MCP,L2-1
