Row,Column,*Target Name,*Sample Name
A,1,MCP,
A,2,MCP,
A,3,MCP,
A,4,MCP,
A,5,MCP,
A,6,MCP,
A,7,MCP,D3-4
A,8,MCP,I6-7
A,9,MCP,N4-7
A,10,MCP,H3-6
A,11,MCP,Q3-16
A,12,MCP,E7-18
B,1,MCP,
B,2,MCP,
B,3,MCP,
B,4,MCP,
B,5,MCP,
B,6,MCP,
B,7,MCP,D3-4
B,8,MCP,I6-7
B,9,MCP,N4-7
B,10,MCP,H3-6
B,11,MCP,Q3-16
B,12,MCP,E7-18
C,1,MCP,E2-7
C,2,MCP,A5-2
C,3,MCP,A2-12
C,4,MCP,I7-18
C,5,MCP,K5-8
C,6,MCP,B5-2
C,7,MCP,N2-23
C,8,MCP,J5-7
C,9,MCP,C7-14
C,10,MCP,Q6-12
C,11,MCP,C6-2
C,12,MCP,K6-26
D,1,MCP,E2-7
D,2,MCP,A5-2
D,3,MCP,A2-12
D,4,MCP,I7-18
D,5,MCP,K5-8
D,6,MCP,B5-2
D,7,MCP,N2-23
D,8,MCP,J5-7
D,9,MCP,C7-14
D,10,MCP,Q6-12
D,11,MCP,C6-2
D,12,MCP,K6-26
E,1,MCP,K4-5
E,2,MCP,F6-20
E,3,MCP,I4-22
E,4,MCP,A4-13
E,5,MCP,R6-3
E,6,MCP,L2-14
E,7,MCP,H3-8
E,8,MCP,C4-24
E,9,MCP,Q3-22
E,10,MCP,N4-17
E,11,MCP,F4-11
E,12,MCP,K5-9
F,1,MCP,K4-5
F,2,MCP,F6-20
F,3,MCP,I4-22
F,4,MCP,A4-13
F,5,MCP,R6-3
F,6,MCP,L2-14
F,7,MCP,H3-8
F,8,MCP,C4-24
F,9,MCP,Q3-22
F,10,MCP,N4-17
F,11,MCP,F4-11
F,12,MCP,K5-9
G,1,MCP,R7-1
G,2,MCP,E2-5
G,3,MCP,F6-17
G,4,MCP,H5-8
G,5,MCP,H2-5
G,6,MCP,O4-4
G,7,MCP,B4-20
G,8,MCP,R4-11
G,9,MCP,C6-15
G,10,MCP,Q7-10
G,11,MCP,H4-6
G,12,MCP,H3-2
H,1,MCP,R7-1
H,2,MCP,E2-5
H,3,MCP,F6-17
H,4,MCP,H5-8
H,5,MCP,H2-5
H,6,MCP,O4-4
H,7,MCP,B4-20
H,8,MCP,R4-11
H,9,MCP,C6-15
H,10,MCP,Q7-10
H,11,MCP,H4-6
H,12,MCP,H3-2
