Row,Column,*Target Name,*Sample Name
A,1,MCP,
A,2,MCP,
A,3,MCP,
A,4,MCP,
A,5,MCP,
A,6,MCP,
A,7,MCP,P3-12
A,8,MCP,B6-13
A,9,MCP,J2-1
A,10,MCP,O4-1
A,11,MCP,J3-10
A,12,MCP,I7-22
B,1,MCP,
B,2,MCP,
B,3,MCP,
B,4,MCP,
B,5,MCP,
B,6,MCP,
B,7,MCP,P3-12
B,8,MCP,B6-13
B,9,MCP,J2-1
B,10,MCP,O4-1
B,11,MCP,J3-10
B,12,MCP,I7-22
C,1,MCP,E6-15
C,2,MCP,F6-25
C,3,MCP,M6-12
C,4,MCP,C6-30
C,5,MCP,E7-17
C,6,MCP,O7-1
C,7,MCP,F5-6
C,8,MCP,O2-6
C,9,MCP,D5-9
C,10,MCP,J7-4
C,11,MCP,B5-6
C,12,MCP,D7-11
D,1,MCP,E6-15
D,2,MCP,F6-25
D,3,MCP,M6-12
D,4,MCP,C6-30
D,5,MCP,E7-17
D,6,MCP,O7-1
D,7,MCP,F5-6
D,8,MCP,O2-6
D,9,MCP,D5-9
D,10,MCP,J7-4
D,11,MCP,B5-6
D,12,MCP,D7-11
E,1,MCP,P5-2
E,2,MCP,I4-6
E,3,MCP,M4-15
E,4,MCP,L2-13
E,5,MCP,I3-13
E,6,MCP,I4-28
E,7,MCP,C4-21
E,8,MCP,F4-13
E,9,MCP,E2-12
E,10,MCP,C6-20
E,11,MCP,Q7-22
E,12,MCP,E6-3
F,1,MCP,P5-2
F,2,MCP,I4-6
F,3,MCP,M4-15
F,4,MCP,L2-13
F,5,MCP,I3-13
F,6,MCP,I4-28
F,7,MCP,C4-21
F,8,MCP,F4-13
F,9,MCP,E2-12
F,10,MCP,C6-20
F,11,MCP,Q7-22
F,12,MCP,E6-3
G,1,MCP,A1-5
G,2,MCP,P4-12
G,3,MCP,Q3-11
G,4,MCP,R5-1
G,5,MCP,C2-19
G,6,MCP,C7-27
G,7,MCP,K7-13
G,8,MCP,Q6-18
G,9,MCP,D6-4
G,10,MCP,F7-10
G,11,MCP,M4-2
G,12,MCP,L4-1
H,1,MCP,A1-5
H,2,MCP,P4-12
H,3,MCP,Q3-11
H,4,MCP,R5-1
H,5,MCP,C2-19
H,6,MCP,C7-27
H,7,MCP,K7-13
H,8,MCP,Q6-18
H,9,MCP,D6-4
H,10,MCP,F7-10
H,11,MCP,M4-2
H,12,MCP,L4-1
