Row,Column,*Target Name,*Sample Name
A,1,MCP,
A,2,MCP,
A,3,MCP,
A,4,MCP,
A,5,MCP,
A,6,MCP,
A,7,MCP,I2-15
A,8,MCP,Q7-32
A,9,MCP,E2-9
A,10,MCP,E4-15
A,11,MCP,R7-10
A,12,MCP,F2-19
B,1,MCP,
B,2,MCP,
B,3,MCP,
B,4,MCP,
B,5,MCP,
B,6,MCP,
B,7,MCP,I2-15
B,8,MCP,Q7-32
B,9,MCP,E2-9
B,10,MCP,E4-15
B,11,MCP,R7-10
B,12,MCP,F2-19
C,1,MCP,B5-25
C,2,MCP,F2-18
C,3,MCP,R3-2
C,4,MCP,B2-12
C,5,MCP,F3-11
C,6,MCP,J3-7
C,7,MCP,M1-3
C,8,MCP,R4-4
C,9,MCP,P6-10
C,10,MCP,B5-11
C,11,MCP,C4-14
C,12,MCP,B4-9
D,1,MCP,B5-25
D,2,MCP,F2-18
D,3,MCP,R3-2
D,4,MCP,B2-12
D,5,MCP,F3-11
D,6,MCP,J3-7
D,7,MCP,M1-3
D,8,MCP,R4-4
D,9,MCP,P6-10
D,10,MCP,B5-11
D,11,MCP,C4-14
D,12,MCP,B4-9
E,1,MCP,F5-24
E,2,MCP,I2-25
E,3,MCP,M5-15
E,4,MCP,K3-6
E,5,MCP,Q3-17
E,6,MCP,J1-4
E,7,MCP,Q7-6
E,8,MCP,J5-14
E,9,MCP,E7-7
E,10,MCP,F4-10
E,11,MCP,Q4-11
E,12,MCP,E4-10
F,1,MCP,F5-24
F,2,MCP,I2-25
F,3,MCP,M5-15
F,4,MCP,K3-6
F,5,MCP,Q3-17
F,6,MCP,J1-4
F,7,MCP,Q7-6
F,8,MCP,J5-14
F,9,MCP,E7-7
F,10,MCP,F4-10
F,11,MCP,Q4-11
F,12,MCP,E4-10
G,1,MCP,K6-4
G,2,MCP,B7-19
G,3,MCP,I5-27
G,4,MCP,D5-1
G,5,MCP,H7-1
G,6,MCP,I6-4
G,7,MCP,I1-17
G,8,MCP,I3-12
G,9,MCP,F5-30
G,10,MCP,C7-18
G,11,MCP,C1-20
G,12,MCP,E2-20
H,1,MCP,K6-4
H,2,MCP,B7-19
H,3,MCP,I5-27
H,4,MCP,D5-1
H,5,MCP,H7-1
H,6,MCP,I6-4
H,7,MCP,I1-17
H,8,MCP,I3-12
H,9,MCP,F5-30
H,10,MCP,C7-18
H,11,MCP,C1-20
H,12,MCP,E2-20
