Row,Column,*Target Name,*Sample Name
A,1,MCP,
A,2,MCP,
A,3,MCP,
A,4,MCP,
A,5,MCP,
A,6,MCP,
A,7,MCP,N2-14
A,8,MCP,C2-8
A,9,MCP,Q7-19
A,10,MCP,E5-12
A,11,MCP,D7-12
A,12,MCP,B1-2
B,1,MCP,
B,2,MCP,
B,3,MCP,
B,4,MCP,
B,5,MCP,
B,6,MCP,
B,7,MCP,N2-14
B,8,MCP,C2-8
B,9,MCP,Q7-19
B,10,MCP,E5-12
B,11,MCP,D7-12
B,12,MCP,B1-2
C,1,MCP,F2-3
C,2,MCP,F5-9
C,3,MCP,C4-2
C,4,MCP,E5-17
C,5,MCP,K6-22
C,6,MCP,M5-17
C,7,MCP,N4-9
C,8,MCP,I5-28
C,9,MCP,K7-11
C,10,MCP,L1-5
C,11,MCP,C1-9
C,12,MCP,I4-7
D,1,MCP,F2-3
D,2,MCP,F5-9
D,3,MCP,C4-2
D,4,MCP,E5-17
D,5,MCP,K6-22
D,6,MCP,M5-17
D,7,MCP,N4-9
D,8,MCP,I5-28
D,9,MCP,K7-11
D,10,MCP,L1-5
D,11,MCP,C1-9
D,12,MCP,I4-7
E,1,MCP,E6-20
E,2,MCP,J4-2
E,3,MCP,Q4-5
E,4,MCP,N2-15
E,5,MCP,K4-18
E,6,MCP,Q4-28
E,7,MCP,F7-7
E,8,MCP,D7-6
E,9,MCP,F7-17
E,10,MCP,I1-26
E,11,MCP,K6-31
E,12,MCP,K6-19
F,1,MCP,E6-20
F,2,MCP,J4-2
F,3,MCP,Q4-5
F,4,MCP,N2-15
F,5,MCP,K4-18
F,6,MCP,Q4-28
F,7,MCP,F7-7
F,8,MCP,D7-6
F,9,MCP,F7-17
F,10,MCP,I1-26
F,11,MCP,K6-31
F,12,MCP,K6-19
G,1,MCP,E1-1
G,2,MCP,E6-7
G,3,MCP,N7-19
G,4,MCP,P5-1
G,5,MCP,I1-6
G,6,MCP,L1-7
G,7,MCP,A4-21
G,8,MCP,A2-8
G,9,MCP,B5-10
G,10,MCP,P3-11
G,11,MCP,G3-7
G,12,MCP,N2-27
H,1,MCP,E1-1
H,2,MCP,E6-7
H,3,MCP,N7-19
H,4,MCP,P5-1
H,5,MCP,I1-6
H,6,MCP,L1-7
H,7,MCP,A4-21
H,8,MCP,A2-8
H,9,MCP,B5-10
H,10,MCP,P3-11
H,11,MCP,G3-7
H,12,MCP,N2-27
