Row,Column,*Target Name,*Sample Name
A,1,MCP,
A,2,MCP,
A,3,MCP,
A,4,MCP,
A,5,MCP,
A,6,MCP,
A,7,MCP,O2-3
A,8,MCP,I3-27
A,9,MCP,K2-5
A,10,MCP,P5-6
A,11,MCP,I3-4
A,12,MCP,K7-18
B,1,MCP,
B,2,MCP,
B,3,MCP,
B,4,MCP,
B,5,MCP,
B,6,MCP,
B,7,MCP,O2-3
B,8,MCP,I3-27
B,9,MCP,K2-5
B,10,MCP,P5-6
B,11,MCP,I3-4
B,12,MCP,K7-18
C,1,MCP,A5-3
C,2,MCP,E2-18
C,3,MCP,E3-5
C,4,MCP,Q5-4
C,5,MCP,C5-17
C,6,MCP,E6-4
C,7,MCP,I5-11
C,8,MCP,Q6-30
C,9,MCP,Q5-5
C,10,MCP,C3-12
C,11,MCP,E6-14
C,12,MCP,I2-8
D,1,MCP,A5-3
D,2,MCP,E2-18
D,3,MCP,E3-5
D,4,MCP,Q5-4
D,5,MCP,C5-17
D,6,MCP,E6-4
D,7,MCP,I5-11
D,8,MCP,Q6-30
D,9,MCP,Q5-5
D,10,MCP,C3-12
D,11,MCP,E6-14
D,12,MCP,I2-8
E,1,MCP,Q6-10
E,2,MCP,J1-9
E,3,MCP,Q7-11
E,4,MCP,Q4-12
E,5,MCP,R4-3
E,6,MCP,C1-12
E,7,MCP,Q4-26
E,8,MCP,I7-17
E,9,MCP,N7-6
E,10,MCP,Q5-24
E,11,MCP,F5-14
E,12,MCP,N4-8
F,1,MCP,Q6-10
F,2,MCP,J1-9
F,3,MCP,Q7-11
F,4,MCP,Q4-12
F,5,MCP,R4-3
F,6,MCP,C1-12
F,7,MCP,Q4-26
F,8,MCP,I7-17
F,9,MCP,N7-6
F,10,MCP,Q5-24
F,11,MCP,F5-14
F,12,MCP,N4-8
G,1,MCP,F6-9
G,2,MCP,G2-5
G,3,MCP,A2-4
G,4,MCP,C6-27
G,5,MCP,Q5-7
G,6,MCP,B7-7
G,7,MCP,I7-10
G,8,MCP,Q4-8
G,9,MCP,L1-1
G,10,MCP,A5-1
G,11,MCP,H7-5
G,12,MCP,I6-8
H,1,MCP,F6-9
H,2,MCP,G2-5
H,3,MCP,A2-4
H,4,MCP,C6-27
H,5,MCP,Q5-7
H,6,MCP,B7-7
H,7,MCP,I7-10
H,8,MCP,Q4-8
H,9,MCP,L1-1
H,10,MCP,A5-1
H,11,MCP,H7-5
H,12,MCP,I6-8
