Row,Column,*Target Name,*Sample Name
A,1,MCP,
A,2,MCP,
A,3,MCP,
A,4,MCP,
A,5,MCP,
A,6,MCP,
A,7,MCP,H3-4
A,8,MCP,Q4-21
A,9,MCP,F2-7
A,10,MCP,F6-15
A,11,MCP,B5-20
A,12,MCP,C7-23
B,1,MCP,
B,2,MCP,
B,3,MCP,
B,4,MCP,
B,5,MCP,
B,6,MCP,
B,7,MCP,H3-4
B,8,MCP,Q4-21
B,9,MCP,F2-7
B,10,MCP,F6-15
B,11,MCP,B5-20
B,12,MCP,C7-23
C,1,MCP,C6-13
C,2,MCP,N4-1
C,3,MCP,C5-18
C,4,MCP,K4-11
C,5,MCP,H5-3
C,6,MCP,N7-27
C,7,MCP,A5-5
C,8,MCP,P6-6
C,9,MCP,F6-22
C,10,MCP,D6-6
C,11,MCP,N7-2
C,12,MCP,J5-4
D,1,MCP,C6-13
D,2,MCP,N4-1
D,3,MCP,C5-18
D,4,MCP,K4-11
D,5,MCP,H5-3
D,6,MCP,N7-27
D,7,MCP,A5-5
D,8,MCP,P6-6
D,9,MCP,F6-22
D,10,MCP,D6-6
D,11,MCP,N7-2
D,12,MCP,J5-4
E,1,MCP,N2-13
E,2,MCP,G7-5
E,3,MCP,I1-3
E,4,MCP,A6-6
E,5,MCP,F6-11
E,6,MCP,K7-30
E,7,MCP,B6-8
E,8,MCP,K5-21
E,9,MCP,F6-1
E,10,MCP,N4-15
E,11,MCP,B7-9
E,12,MCP,C3-30
F,1,MCP,N2-13
F,2,MCP,G7-5
F,3,MCP,I1-3
F,4,MCP,A6-6
F,5,MCP,F6-11
F,6,MCP,K7-30
F,7,MCP,B6-8
F,8,MCP,K5-21
F,9,MCP,F6-1
F,10,MCP,N4-15
F,11,MCP,B7-9
F,12,MCP,C3-30
G,1,MCP,E3-6
G,2,MCP,R7-6
G,3,MCP,I2-18
G,4,MCP,I5-23
G,5,MCP,B5-9
G,6,MCP,C3-14
G,7,MCP,P3-3
G,8,MCP,K6-20
G,9,MCP,D6-3
G,10,MCP,F5-13
G,11,MCP,H2-3
G,12,MCP,C1-26
H,1,MCP,E3-6
H,2,MCP,R7-6
H,3,MCP,I2-18
H,4,MCP,I5-23
H,5,MCP,B5-9
H,6,MCP,C3-14
H,7,MCP,P3-3
H,8,MCP,K6-20
H,9,MCP,D6-3
H,10,MCP,F5-13
H,11,MCP,H2-3
H,12,MCP,C1-26
