Row,Column,*Target Name,*Sample Name
A,1,MCP,
A,2,MCP,
A,3,MCP,
A,4,MCP,
A,5,MCP,
A,6,MCP,
A,7,MCP,B6-9
A,8,MCP,J6-4
A,9,MCP,C2-10
A,10,MCP,I1-5
A,11,MCP,F1-3
A,12,MCP,N2-26
B,1,MCP,
B,2,MCP,
B,3,MCP,
B,4,MCP,
B,5,MCP,
B,6,MCP,
B,7,MCP,B6-9
B,8,MCP,J6-4
B,9,MCP,C2-10
B,10,MCP,I1-5
B,11,MCP,F1-3
B,12,MCP,N2-26
C,1,MCP,F6-19
C,2,MCP,K6-6
C,3,MCP,B7-15
C,4,MCP,I1-25
C,5,MCP,K7-29
C,6,MCP,C3-18
C,7,MCP,Q5-19
C,8,MCP,E2-14
C,9,MCP,Q7-7
C,10,MCP,K4-13
C,11,MCP,C2-26
C,12,MCP,B3-5
D,1,MCP,F6-19
D,2,MCP,K6-6
D,3,MCP,B7-15
D,4,MCP,I1-25
D,5,MCP,K7-29
D,6,MCP,C3-18
D,7,MCP,Q5-19
D,8,MCP,E2-14
D,9,MCP,Q7-7
D,10,MCP,K4-13
D,11,MCP,C2-26
D,12,MCP,B3-5
E,1,MCP,C4-20
E,2,MCP,N3-1
E,3,MCP,K5-22
E,4,MCP,I2-5
E,5,MCP,N7-17
E,6,MCP,E4-17
E,7,MCP,P5-4
E,8,MCP,F2-21
E,9,MCP,B2-13
E,10,MCP,G1-2
E,11,MCP,N6-6
E,12,MCP,N2-20
F,1,MCP,C4-20
F,2,MCP,N3-1
F,3,MCP,K5-22
F,4,MCP,I2-5
F,5,MCP,N7-17
F,6,MCP,E4-17
F,7,MCP,P5-4
F,8,MCP,F2-21
F,9,MCP,B2-13
F,10,MCP,G1-2
F,11,MCP,N6-6
F,12,MCP,N2-20
G,1,MCP,F3-8
G,2,MCP,K4-7
G,3,MCP,C1-27
G,4,MCP,O6-4
G,5,MCP,K7-23
G,6,MCP,C3-13
G,7,MCP,G2-9
G,8,MCP,E5-14
G,9,MCP,K3-7
G,10,MCP,A2-13
G,11,MCP,K6-34
G,12,MCP,L6-2
H,1,MCP,F3-8
H,2,MCP,K4-7
H,3,MCP,C1-27
H,4,MCP,O6-4
H,5,MCP,K7-23
H,6,MCP,C3-13
H,7,MCP,G2-9
H,8,MCP,E5-14
H,9,MCP,K3-7
H,10,MCP,A2-13
H,11,MCP,K6-34
H,12,MCP,L6-2
