Row,Column,*Target Name,*Sample Name
A,1,MCP,
A,2,MCP,
A,3,MCP,
A,4,MCP,
A,5,MCP,
A,6,MCP,
A,7,MCP,E7-16
A,8,MCP,P3-14
A,9,MCP,C4-22
A,10,MCP,B4-13
A,11,MCP,C5-24
A,12,MCP,I4-17
B,1,MCP,
B,2,MCP,
B,3,MCP,
B,4,MCP,
B,5,MCP,
B,6,MCP,
B,7,MCP,E7-16
B,8,MCP,P3-14
B,9,MCP,C4-22
B,10,MCP,B4-13
B,11,MCP,C5-24
B,12,MCP,I4-17
C,1,MCP,M4-9
C,2,MCP,P5-7
C,3,MCP,Q3-15
C,4,MCP,A3-5
C,5,MCP,A4-7
C,6,MCP,E7-11
C,7,MCP,C1-21
C,8,MCP,I6-25
C,9,MCP,K2-4
C,10,MCP,Q6-4
C,11,MCP,F2-11
C,12,MCP,C1-1
D,1,MCP,M4-9
D,2,MCP,P5-7
D,3,MCP,Q3-15
D,4,MCP,A3-5
D,5,MCP,A4-7
D,6,MCP,E7-11
D,7,MCP,C1-21
D,8,MCP,I6-25
D,9,MCP,K2-4
D,10,MCP,Q6-4
D,11,MCP,F2-11
D,12,MCP,C1-1
E,1,MCP,Q5-25
E,2,MCP,I5-19
E,3,MCP,C1-6
E,4,MCP,E4-13
E,5,MCP,C4-7
E,6,MCP,Q6-7
E,7,MCP,E5-11
E,8,MCP,O6-5
E,9,MCP,I7-21
E,10,MCP,L1-6
E,11,MCP,K5-13
E,12,MCP,F2-28
F,1,MCP,Q5-25
F,2,MCP,I5-19
F,3,MCP,C1-6
F,4,MCP,E4-13
F,5,MCP,C4-7
F,6,MCP,Q6-7
F,7,MCP,E5-11
F,8,MCP,O6-5
F,9,MCP,I7-21
F,10,MCP,L1-6
F,11,MCP,K5-13
F,12,MCP,F2-28
G,1,MCP,B6-17
G,2,MCP,F5-2
G,3,MCP,C5-10
G,4,MCP,H2-2
G,5,MCP,H7-13
G,6,MCP,I5-17
G,7,MCP,I3-29
G,8,MCP,G3-1
G,9,MCP,G5-5
G,10,MCP,I6-3
G,11,MCP,C4-13
G,12,MCP,K7-26
H,1,MCP,B6-17
H,2,MCP,F5-2
H,3,MCP,C5-10
H,4,MCP,H2-2
H,5,MCP,H7-13
H,6,MCP,I5-17
H,7,MCP,I3-29
H,8,MCP,G3-1
H,9,MCP,G5-5
H,10,MCP,I6-3
H,11,MCP,C4-13
H,12,MCP,K7-26
