Row,Column,*Target Name,*Sample Name
A,1,MCP,
A,2,MCP,
A,3,MCP,
A,4,MCP,
A,5,MCP,
A,6,MCP,
A,7,MCP,Q3-30
A,8,MCP,F7-1
A,9,MCP,C6-5
A,10,MCP,C7-30
A,11,MCP,H5-6
A,12,MCP,A1-6
B,1,MCP,
B,2,MCP,
B,3,MCP,
B,4,MCP,
B,5,MCP,
B,6,MCP,
B,7,MCP,Q3-30
B,8,MCP,F7-1
B,9,MCP,C6-5
B,10,MCP,C7-30
B,11,MCP,H5-6
B,12,MCP,A1-6
C,1,MCP,I6-19
C,2,MCP,D7-3
C,3,MCP,Q4-4
C,4,MCP,C4-23
C,5,MCP,F6-6
C,6,MCP,E1-3
C,7,MCP,K1-1
C,8,MCP,D7-4
C,9,MCP,K7-2
C,10,MCP,K7-7
C,11,MCP,I4-16
C,12,MCP,N3-7
D,1,MCP,I6-19
D,2,MCP,D7-3
D,3,MCP,Q4-4
D,4,MCP,C4-23
D,5,MCP,F6-6
D,6,MCP,E1-3
D,7,MCP,K1-1
D,8,MCP,D7-4
D,9,MCP,K7-2
D,10,MCP,K7-7
D,11,MCP,I4-16
D,12,MCP,N3-7
E,1,MCP,K5-6
E,2,MCP,E6-2
E,3,MCP,L3-5
E,4,MCP,N3-11
E,5,MCP,O2-2
E,6,MCP,I3-25
E,7,MCP,C2-24
E,8,MCP,P4-13
E,9,MCP,K7-9
E,10,MCP,L3-9
E,11,MCP,G4-12
E,12,MCP,C7-16
F,1,MCP,K5-6
F,2,MCP,E6-2
F,3,MCP,L3-5
F,4,MCP,N3-11
F,5,MCP,O2-2
F,6,MCP,I3-25
F,7,MCP,C2-24
F,8,MCP,P4-13
F,9,MCP,K7-9
F,10,MCP,L3-9
F,11,MCP,G4-12
F,12,MCP,C7-16
G,1,MCP,M5-12
G,2,MCP,Q7-23
G,3,MCP,H5-1
G,4,MCP,E6-17
G,5,MCP,Q7-30
G,6,MCP,K6-10
G,7,MCP,I2-28
G,8,MCP,M5-10
G,9,MCP,M5-21
G,10,MCP,P3-1
G,11,MCP,D4-7
G,12,MCP,K1-3
H,1,MCP,M5-12
H,2,MCP,Q7-23
H,3,MCP,H5-1
H,4,MCP,E6-17
H,5,MCP,Q7-30
H,6,MCP,K6-10
H,7,MCP,I2-28
H,8,MCP,M5-10
H,9,MCP,M5-21
H,10,MCP,P3-1
H,11,MCP,D4-7
H,12,MCP,K1-3
